inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
IAZPUJDTYUZJMI-OGFXRTJISA-N,N[C@H](c1ccccc1)C(=O)O.Cl,N[C@H](c1ccccc1)C(=O)O.Cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,228,NaN,228,NaN,NaN
JETBVOLWZWPMKR-WCCKRBBISA-N,N[C@H](C(=O)O)C(C)C.Cl,N[C@H](C(=O)O)C(C)C.Cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,295,NaN,295,NaN,NaN
NXWPOAQQKBBSFS-UHFFFAOYSA-N,NCC(=O)O.NCC(=O)O.Cl,NCC(=O)O.NCC(=O)O.Cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,300,NaN,300,NaN,NaN
JTISNJMQAHYLFY-UHFFFAOYSA-L,NCC(=O)O.[Cl-].[Cl-].[Zn+2],NCC(=O)O.[Cl-].[Cl-].[Zn+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,240,NaN,240,NaN,NaN
PEGXTFPYSNIZKK-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].NCC(=O)O.[Zn+2],[O-]S(=O)(=O)[O-].NCC(=O)O.[Zn+2],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,300,NaN,300,NaN,NaN
RMGUNXLDOFELHW-UHFFFAOYSA-N,OC(=O)C(=O)O.NCC(=O)O,OC(=O)C(=O)O.NCC(=O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,305,NaN,305,NaN,NaN
YXXLZBNUURBJQC-UHFFFAOYSA-N,SCCCCCCCCCCCN=[N+]=[N-],SCCCCCCCCCCCN=[N+]=[N-],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,387.5,NaN,387.5,NaN,NaN
GWXLDORMOJMVQZ-UHFFFAOYSA-N,[Ce],[Ce],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,280,NaN,280,NaN,NaN
SXWBZZIRWNHFOH-UHFFFAOYSA-N,[IH]1CC=CC=C1,[IH]1CC=CC=C1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,292,NaN,292,NaN,NaN
WEQUJXJIDCTXJO-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)CCCCn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)Cn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,201,NaN,201,NaN,NaN
KPVLYNDSBUVGJI-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)CCCCCn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)Cn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,215,NaN,215,NaN,NaN
NTKTYEIIWBNKNV-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)CCCCCCn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,[O-][N+](=O)c1ccc(cc1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)Cn1cc(c2c1cccc2)C1N=C(C2N1C2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,208,NaN,208,NaN,NaN
ATXZELFKPDLJKY-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)CCCCn1cc(c2c1cccc2)C1N=C(C2N1C2c1cccc(c1)[N+](=O)[O-])c1ccccc1,[O-][N+](=O)c1cccc(c1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)Cn1cc(c2c1cccc2)C1N=C(C2N1C2c1cccc(c1)[N+](=O)[O-])c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,224,NaN,224,NaN,NaN
BHTYGPLGXJVPLF-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)CCCCCn1cc(c2c1cccc2)C1N=C(C2N1C2c1cccc(c1)[N+](=O)[O-])c1ccccc1,[O-][N+](=O)c1cccc(c1)C1C2N1C(N=C2c1ccccc1)c1cn(c2c1cccc2)Cn1cc(c2c1cccc2)C1N=C(C2N1C2c1cccc(c1)[N+](=O)[O-])c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,211,NaN,211,NaN,NaN
YCUVHEUYFPGYQP-QEOBCEKDSA-N,C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,267,NaN,267,NaN,NaN
LEYLVPUZMLTBPW-SPOJCZMQSA-N,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
NXJIWUHYMJPADL-USWQKAHXSA-N,C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN,269,NaN,NaN
CKPKYEKIKQABLT-UQYJSSPESA-N,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)CC(C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)CC(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,267,NaN,267,NaN,NaN
CYKOGNSVEVLJON-CUQIMZJWSA-N,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,273,NaN,273,NaN,NaN
LCCLXRWSRIGZRD-JXMHUBHLSA-N,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,274,NaN,274,NaN,NaN
NFYUZLZWZJPOSP-VIAPVHLWSA-N,C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
JLYWDUNRBXSTHE-NMQKFSCDSA-N,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,267,NaN,267,NaN,NaN
CYXGMIRAFLAWBR-ZDUJSCSPSA-N,C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
HOXCNWVPPMQBCJ-IMRHCREKSA-N,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)CC(C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)CC(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN,269,NaN,NaN
MYVQPYIDFSXRTP-KWDKSXIYSA-N,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,273,NaN,273,NaN,NaN
PWVXTXCXWCHTDG-DXHPNFIASA-N,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,272,NaN,272,NaN,NaN
LQTWJDNUQMHGAI-UHFFFAOYSA-N,C#CCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccc(cc1)OCC#C)[nH]2)c1ccccc1,C#CCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccc(cc1)OCC#C)[nH]2)c1ccccc1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,420.0,NaN,420.0,NaN,NaN
ZBZRSJJBWTYLLY-UHFFFAOYSA-N,CCCC[Sn]([Sn](CCCC)(CCCC)CCCC)([Sn](CCCC)(CCCC)CCCC)CCCC,CCCC[Sn]([Sn](CCCC)(CCCC)CCCC)([Sn](CCCC)(CCCC)CCCC)CCCC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,283,NaN,283,NaN,NaN
CKKNMOHNXDVOEH-UHFFFAOYSA-N,CCCC[Sn]([Sn]([Sn](CCCC)(CCCC)CCCC)(C)C)(CCCC)CCCC,CCCC[Sn]([Sn]([Sn](CCCC)(CCCC)CCCC)(C)C)(CCCC)CCCC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,282,NaN,282,NaN,NaN
QMURLJAKZJQBFC-UHFFFAOYSA-N,CCCC[Sn]([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)CCCC,C[Sn]([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,310,NaN,310,NaN,NaN
CKLJMWTZIZZHCS-REOHCLBHSA-N,OC(=O)C[C@@H](C(=O)O)N,OC(=O)C[C@@H](C(=O)O)N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,100,NaN,NaN
VZDCXBNZHSJCEH-UHFFFAOYSA-N,COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1ccc(cc1)OCCOCCOCCOCCOC)[nH]2)c1cccc(c1)I.[Zn],COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1ccc(cc1)OCCOCCOCCOCCOC)[nH]2)c1cccc(c1)I.[Zn],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,436.0,NaN,426.0,NaN,H2O
LUMZRDHENJBMON-UHFFFAOYSA-N,COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1cccc(c1)I)[nH]2)c1ccc(cc1)OCCOCCOCCOCCOC.[Zn],COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1cccc(c1)I)[nH]2)c1ccc(cc1)OCCOCCOCCOCCOC.[Zn],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,435.0,NaN,426.0,NaN,H2O
PWKSKIMOESPYIA-BYPYZUCNSA-N,SC[C@@H](C(=O)O)NC(=O)C,SC[C@@H](C(=O)O)NC(=O)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,286,NaN,286,NaN,NaN
CFPHMAVQAJGVPV-UHFFFAOYSA-N,CCC(C(=O)O)S,CCC(C(=O)O)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,494,NaN,494,NaN,NaN
IMGGANUNCHXAQF-UHFFFAOYSA-N,CCCC(C(=O)O)S,CCCC(C(=O)O)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,481,NaN,481,NaN,NaN
JSGPBRQYMLFVJQ-UHFFFAOYSA-N,CCCCC(C(=O)O)S,CCCCC(C(=O)O)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,470,NaN,470,NaN,NaN
DYAOREPNYXXCOA-UHFFFAOYSA-N,CCCCCCCCCC(C(=O)O)S,CCCCCCCCCC(C(=O)O)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,431,NaN,431,NaN,NaN
PMNLUUOXGOOLSP-UHFFFAOYSA-N,CC(C(=O)O)S,CC(C(=O)O)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,512,NaN,512,NaN,NaN
ROHFNLRQFUQHCH-YFKPBYRVSA-N,N[C@H](C(=O)O)CC(C)C,N[C@H](C(=O)O)CC(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,1830,NaN,1830,NaN,NaN
WDDOJDVKZMKVMU-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O.CC(=CCc1cccc2c1c(=O)c1c(o2)cccc1)C,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O.CC(=CCc1cccc2c1c(=O)c1c(o2)cccc1)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,248,NaN,248,NaN,NaN
IGONFFFOEMASIA-UHFFFAOYSA-N,O=C1C=C(N)c2c(C1=O)cccc2,O=C1C=C(N)c2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,235,NaN,235,NaN,NaN
XOPQPXXAHRNMCF-UHFFFAOYSA-N,NC(=S)NN=C1C=Cc2c(C1=O)cccc2,NC(=S)NN=C1C=Cc2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,230,NaN,230,NaN,NaN
TZGBBMBARSFJBG-UHFFFAOYSA-N,NC(=O)NN=C1C=Cc2c(C1=O)cccc2,NC(=O)NN=C1C=Cc2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,274.5,NaN,274.5,NaN,NaN
YEXILJQLXICIPV-UHFFFAOYSA-N,ON=C1C=Cc2c(C1=O)cccc2,ON=C1C=Cc2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,244,NaN,244,NaN,NaN
FZIJEARBURLRNC-UHFFFAOYSA-N,NN=C1C=Cc2c(C1=O)cccc2,NN=C1C=Cc2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,244,NaN,244,NaN,NaN
MRHRQTDSISBUFT-UHFFFAOYSA-N,NC(=S)NN=C1C=C(N)c2c(C1=O)cccc2,NC(=S)NN=C1C=C(N)c2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,235,NaN,235,NaN,NaN
GOSBPKCDNXZOJC-UHFFFAOYSA-N,NC(=O)NN=C1C=C(N)c2c(C1=O)cccc2,NC(=O)NN=C1C=C(N)c2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,239,NaN,239,NaN,NaN
VYYPWAAXMUDCRH-UHFFFAOYSA-N,ON=C1C=C(N)c2c(C1=O)cccc2,ON=C1C=C(N)c2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,241,NaN,241,NaN,NaN
CVCDYJWFRCOZOA-UHFFFAOYSA-N,NN=C1C=C(N)c2c(C1=O)cccc2,NN=C1C=C(N)c2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,236,NaN,236,NaN,NaN
KETQAJRQOHHATG-UHFFFAOYSA-N,O=C1C=Cc2c(C1=O)cccc2,O=C1C=Cc2c(C1=O)cccc2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,253.5,NaN,253.5,NaN,NaN
BCAUITQWDYLYKA-UHFFFAOYSA-N,c1ccc2c(c1)nccc2.CNC,c1ccc2c(c1)nccc2.CNC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,388,NaN,388,NaN,NaN
BYFVQGSSOPBYMR-UHFFFAOYSA-N,CONC(=O)O,CONC(=O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,378,5495.408738576249,378,5495.408738576249,methanol
QJPLSVPOWPDLKN-UHFFFAOYSA-N,S=C(Nc1ccc(cc1)Br)NN=Cc1ccccc1OCCCOc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,S=C(Nc1ccc(cc1)Br)NN=Cc1ccccc1OCCCOc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,312,35631,312,35631,CH2Cl2
JRTDCLLNMWQJNZ-UHFFFAOYSA-N,OC(COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br)COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,OC(COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br)COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,313,22157,313,22157,CH2Cl2
NQBOCGBWMCQBAA-UHFFFAOYSA-N,CC(C(=O)NCCNC(=O)C(S)C)S,CC(C(=O)NCCNC(=O)C(S)C)S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,284,14800,284,14800,NaN
KEQHJBNSCLWCAE-UHFFFAOYSA-N,CC(C1=CC(=O)C(=CC1=O)C)C,CC(C1=CC(=O)C(=CC1=O)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,254,NaN,254,NaN,NaN
ATDGTVJJHBUTRL-UHFFFAOYSA-N,BrC#N,BrC#N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,254,NaN,254,NaN,methanol
REQPQFUJGGOFQL-UHFFFAOYSA-N,CN(C(=S)SC(=S)N(C)C)C,CN(C(=S)SC(=S)N(C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,410,NaN,410,NaN,NaN
AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(C(=S)SSC(=S)N(CC)CC)CC,CCN(C(=S)SSC(=S)N(CC)CC)CC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,354,NaN,354,NaN,NaN
FNTDVQNLUWWXRX-RDFLYALTSA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCCCC(=O)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCCCC(=O)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,274,NaN,274,NaN,NaN
AHWSKZLUYHWFKS-AOXFAMOVSA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCC(=O)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCC(=O)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,271,NaN,271,NaN,NaN
CPQWZFLDPUEWHI-ICJDVKSASA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCC(=O)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCC(=O)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
IIJJUMJVZHFJAB-FLYFQEBESA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,268,NaN,268,NaN,NaN
HVRITUBZPWXHHH-DAPASDPXSA-N,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(C)C)Br)C(C)C,C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(C)C)Br)C(C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN,269,NaN,NaN
