inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
PSFWRXVRRCRXPU-UHFFFAOYSA-N,CCOC(=O)c1cc2CCc3c(c2[nH]c1=O)cc(n3c1ccccc1)C,CCOC(=O)c1cc2CCc3c(c2[nH]c1=O)cc(n3c1ccccc1)C,336.1,0.683801203,0.3083,-7.4158,9.44471,430.35126138668403,0.502526698,-1.1271,-7.6529,166.96511,-0.874,-8.449,10.37315,NaN,NaN,423.0,24350,423.0,24350,NaN
MYRBHWKYPUTGHT-UHFFFAOYSA-N,Cn1c(C)cc2c1CCc1c2[nH]c(=O)c(c1)S(=O)(=O)c1ccccc1,Cn1c(C)cc2c1CCc1c2[nH]c(=O)c(c1)S(=O)(=O)c1ccccc1,326.7,0.644824896,0.141,-7.6695,12.27351,423.00988879393947,0.382667331,-1.2191,-7.8337,227.15117,-0.798,-8.619,13.22171,NaN,NaN,423.1,31307,423.1,31307,NaN
SQKAWVCYHNMEOG-UHFFFAOYSA-N,O=C(c1cc2CCc3c(c2[nH]c1=O)cc(n3C)C)c1ccccc1,O=C(c1cc2CCc3c(c2[nH]c1=O)cc(n3C)C)c1ccccc1,342.4,0.624998472,0.1523,-7.4545,10.24195,429.3081662240432,0.461988434,-1.0775,-7.6042,98.45636,-0.757,-8.438,11.10961,NaN,NaN,445.2,22139,445.2,22139,NaN
ZANBGVSCMZGOQG-UHFFFAOYSA-N,Cc1cc2c(n1Cc1ccccc1)CCc1c2[nH]c(=O)c(c1)S(=O)(=O)c1ccccc1,Cc1cc2c(n1Cc1ccccc1)CCc1c2[nH]c(=O)c(c1)S(=O)(=O)c1ccccc1,328.1,0.681220774,0.1251,-7.678,12.41972,424.4580568486945,0.41001333,-1.2084,-7.8165,313.12796,-0.754,-8.564,13.18199,NaN,NaN,421.2,33629,421.2,33629,NaN
CLEZGQDCLKOZJR-UHFFFAOYSA-N,O=c1[nH]c2c(cc1C(=O)c1ccccc1)CCc1c2ccn1Cc1ccccc1,O=c1[nH]c2c(cc1C(=O)c1ccccc1)CCc1c2ccn1Cc1ccccc1,343.8,0.630034174,0.0964,-7.5448,9.47013,424.60341919693036,0.506392151,-1.0734,-7.6786,111.33694,-0.777,-8.48,10.57476,NaN,NaN,442.7,23310,442.7,23310,NaN
OVLYLNULXKFCTH-UHFFFAOYSA-N,Cc1[nH]c2c(c1)c1[nH]c(=O)cc(c1cc2)C,Cc1[nH]c2c(c1)c1[nH]c(=O)cc(c1cc2)C,287.1,0.126960937,0.8851,-7.5914,7.08992,346.9059832274865,0.097884167,-0.5341,-7.8331,59.13743,-0.455,-8.38,7.03316,NaN,NaN,337.1,NaN,337.1,NaN,NaN
DRNUNECHVNIYHQ-UHFFFAOYSA-N,Cc1cnc(nc1O[Si](C)(C)C)O[Si](C)(C)C,Cc1cnc(nc1O[Si](C)(C)C)O[Si](C)(C)C,243.1,0.009415124,1.4241,-8.6252,3.13616,290.02151673802024,0.143438712,0.3244,-8.3384,45.38345,0.091,-9.116,0.55642,NaN,NaN,250,NaN,250,NaN,NaN
MHMNJMPURVTYEJ-UHFFFAOYSA-N,S=C=Nc1ccc2c(c1)C(=O)OC12c2ccc(cc2Oc2c1ccc(c2)O)O,S=C=Nc1ccc2c(c1)C(=O)OC12c2ccc(cc2Oc2c1ccc(c2)O)O,258.6,0.038356544,0.0783,-8.6221,7.54157,353.23133448861444,0.000158784,-1.173,-8.656,152.30540,-1.508,-9.025,6.66483,NaN,NaN,280,NaN,280,NaN,NaN
KRHYYFGTRYWZRS-UHFFFAOYSA-N,F,F,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,470,NaN,470,NaN,NaN
OHRPGTWRYGJEOW-UHFFFAOYSA-N,CCc1cc(=O)c2c(o1)ccc(c2)O,CCc1cc(=O)c2c(o1)ccc(c2)O,287.2,0.000117034,0.3261,-8.4232,3.18122,362.632928942684,2.1988e-05,-0.8512,-8.8694,73.12817,-0.798,-9.093,3.37892,NaN,NaN,328,NaN,328,NaN,NaN
FFTPFWQJOJCEGD-UHFFFAOYSA-N,CCCc1cc(=O)c2c(o1)ccc(c2)O,CCCc1cc(=O)c2c(o1)ccc(c2)O,286.0,0.000172772,0.3571,-8.4156,3.19393,362.2091685816642,1.9755e-05,-0.8504,-8.8691,96.07654,-0.799,-9.091,3.45773,NaN,NaN,328,NaN,328,NaN,NaN
WTFJKXCPGPSBGQ-UHFFFAOYSA-N,Oc1ccc2c(c1)c(=O)cc(o2)C(C)C,Oc1ccc2c(c1)c(=O)cc(o2)C(C)C,286.6,0.000162777,0.3447,-8.4173,3.22625,362.632928942684,1.0497e-05,-0.8337,-8.8652,96.31455,-0.774,-9.068,3.38102,NaN,NaN,328,NaN,328,NaN,NaN
LIJIHEYNFRUWEM-UHFFFAOYSA-N,CC(Cc1cc(=O)c2c(o1)ccc(c2)O)C,CC(Cc1cc(=O)c2c(o1)ccc(c2)O)C,286.9,0.000189689,0.3377,-8.4067,3.23799,362.632928942684,8.666e-06,-0.8601,-8.8705,114.14485,-0.78,-9.076,3.55297,NaN,NaN,328,NaN,328,NaN,NaN
VTFMNLQTEHOCFN-UHFFFAOYSA-N,Oc1ccc2c(c1)c(=O)cc(o2)C(C)(C)C,Oc1ccc2c(c1)c(=O)cc(o2)C(C)(C)C,287.1,0.000126513,0.3458,-8.3961,3.22348,362.632928942684,9.14e-06,-0.8304,-8.8475,117.00706,-0.75,-9.044,3.56127,NaN,NaN,328,NaN,328,NaN,NaN
PXRUPLWEDFSNNO-UHFFFAOYSA-N,CCCCCc1cc(=O)c2c(o1)ccc(c2)O,Cc1cc(=O)c2c(o1)ccc(c2)O,287.1,8.976e-05,0.3176,-8.441,3.06929,363.6966805676259,2.753e-06,-0.8861,-8.8786,46.03993,-0.814,-9.114,3.36144,NaN,NaN,328,NaN,328,NaN,NaN
KILWUYVTGXMRNS-UHFFFAOYSA-N,CCCc1cc(=O)c2c(o1)cc(cc2)O,CCCc1cc(=O)c2c(o1)cc(cc2)O,283.1,2.9841e-05,0.5357,-8.8126,3.39766,360.6288493470147,1.7111e-05,-0.7863,-9.113,77.28698,-0.568,-9.575,3.13854,NaN,NaN,292,NaN,292,NaN,NaN
LADNFLGBRREJSK-UHFFFAOYSA-N,Oc1ccc2c(c1)oc(cc2=O)C(C)C,Oc1ccc2c(c1)oc(cc2=O)C(C)C,283.2,3.7351e-05,0.5453,-8.8117,3.43042,361.0489178960502,4.906e-06,-0.7685,-9.106,75.92528,-0.54,-9.552,2.98472,NaN,NaN,295,NaN,295,NaN,NaN
NKRSGSWIAQOUDI-UHFFFAOYSA-N,CC(Cc1cc(=O)c2c(o1)cc(cc2)O)C,CC(Cc1cc(=O)c2c(o1)cc(cc2)O)C,283.7,4.3312e-05,0.5235,-8.8037,3.42100,361.1540879857375,9.305e-06,-0.795,-9.1167,97.29482,-0.549,-9.557,3.22068,NaN,NaN,292,NaN,292,NaN,NaN
OSSKUNVMYAVZDI-UHFFFAOYSA-N,Oc1ccc2c(c1)oc(cc2=O)C(C)(C)C,Oc1ccc2c(c1)oc(cc2=O)C(C)(C)C,283.4,4.6493e-05,0.5509,-8.7905,3.42477,361.0489178960502,4.147e-06,-0.766,-9.0961,98.73560,-0.536,-9.457,5.43499,NaN,NaN,295,NaN,295,NaN,NaN
FTZZUMJIGQCONH-UHFFFAOYSA-N,CCCCCc1cc(=O)c2c(o1)cc(cc2)O,Cc1cc(=O)c2c(o1)cc(cc2)O,283.6,1.6523e-05,0.5198,-8.8337,3.31815,362.2091685816642,4.88e-07,-0.8196,-9.1304,28.74788,-0.581,-9.597,3.07562,NaN,NaN,247,NaN,247,NaN,NaN
NCDQRBCIFMHDJR-UHFFFAOYSA-N,O=c1cc(oc2c1cc1OCOc1c2)C(C)(C)C,O=c1cc(oc2c1cc1OCOc1c2)C(C)(C)C,279.6,6.8131e-05,0.5831,-8.1789,4.54318,304.3303839113983,0.085586346,-0.802,-8.7885,142.62072,-0.676,-8.99,4.43918,NaN,NaN,319,NaN,319,NaN,NaN
OINXYIUQDPNNSU-UHFFFAOYSA-N,CC(Cc1cc(=O)c2c(o1)cc1c(c2)OCO1)C,CC(Cc1cc(=O)c2c(o1)cc1c(c2)OCO1)C,279.7,0.000180826,0.5658,-8.1887,4.53132,361.1540879857375,7.076e-06,-0.8306,-8.8122,138.98357,-0.706,-9.015,4.46995,NaN,NaN,319,NaN,319,NaN,NaN
SBOITLSQLQGSLO-UHFFFAOYSA-N,Brc1ccc2c(c1)ccn2C,Brc1ccc2c(c1)ccn2C,269.7,0.059257741,1.185,-8.0005,4.55291,306.6638595238775,0.020310271,0.0493,-8.0761,245.91269,-0.307,-8.596,5.00024,NaN,NaN,254,NaN,254,NaN,NaN
MWWXABBBAPKJDX-UHFFFAOYSA-N,Clc1ccc2c(c1)cc([nH]2)C(=O)NCCOCCOCCNC(=O)c1cc2c([nH]1)ccc(c2)Cl,Clc1ccc2c(c1)cc([nH]2)C(=O)NCCOCCOCCNC(=O)c1cc2c([nH]1)ccc(c2)Cl,280.0,0.097254907,0.25,-8.2188,2.92491,327.22142624836016,0.382121452,-1.0431,-8.2726,90.83508,-1.01,-8.875,3.09538,NaN,NaN,383,39000,383,39000,NaN
NIUVHXTXUXOFEB-UHFFFAOYSA-N,OC(=O)CCc1c2Cc3[nH]c(c(c3C)CCC(=O)O)Cc3[nH]c(Cc4[nH]c(Cc(c1C)[nH]2)c(CCC(=O)O)c4C)c(c3CCC(=O)O)C,OC(=O)CCc1c2Cc3[nH]c(c(c3C)CCC(=O)O)Cc3[nH]c(Cc4[nH]c(Cc(c1C)[nH]2)c(CCC(=O)O)c4C)c(c3CCC(=O)O)C,237.1,0.01425414,1.9188,-7.4138,5.49658,346.0346034203284,0.015574428,0.0698,-6.9,248.13749,0.451,-8.272,2.79387,NaN,NaN,377,41700,377,41700,NaN
KNKRKFALVUDBJE-GSVOUGTGSA-N,ClC[C@H](Cl)C,ClC[C@H](Cl)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,364,38700,364,38700,NaN
HFFKHZMUPYOCAC-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)Cl,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)Cl,290.8,0.938511031,-0.3379,-7.9551,2.70221,311.7530762019202,0.424464002,-0.8803,-8.2607,221.55557,-1.234,-8.569,1.73125,306.23210662493995,0.7359390929,330.0,NaN,239.0,NaN,chloroform
NEYQUOOBWIIAAZ-UHFFFAOYSA-N,N#Cc1ccc(nc1)c1ccc(cc1)F,N#Cc1ccc(nc1)c1ccc(cc1)F,270.5,0.638740969,-0.4377,-8.9627,3.49188,303.2139848508282,0.528983356,-0.9773,-8.7862,28.12714,-1.534,-9.847,2.84938,NaN,NaN,329.0,NaN,240.0,NaN,chloroform
ZOLMUMNUIHTJGZ-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)F,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)F,286.3,0.834953851,-0.2137,-7.9575,2.96632,313.01236658799206,0.427031611,-0.826,-8.218,94.05267,-1.174,-8.562,2.15327,303.31040196012293,0.6945396769,329.0,NaN,238.0,NaN,chloroform
HVZGBUOVGHGRPW-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)C,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)C,289.3,0.907737251,-0.1241,-7.8635,4.90526,315.24077906306553,0.518476525,-0.6112,-8.1635,110.21344,-0.984,-8.526,4.83067,303.3326638186609,0.7881422566,332.5,NaN,275.0,NaN,chloroform
NTPZQDSDENECTP-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)OC,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)OC,293.3,1.017316329,-0.067,-7.886,5.26368,318.3162988588027,0.536758154,-0.6563,-8.1669,26.22360,-0.952,-8.512,5.14535,307.5081053826718,0.899755652,311.0,NaN,244.0,NaN,chloroform
UKZDMQSVDWRKRN-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1cccs1,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1cccs1,299.3,0.908802185,-0.2959,-7.8963,4.37082,356.58383205494295,0.689742504,-1.0144,-8.0644,95.45744,-1.339,-8.517,4.06102,NaN,NaN,331.0,NaN,298.0,NaN,chloroform
QCGQPPIMJBMZEA-UHFFFAOYSA-N,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccco1,CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccco1,294.7,0.955080402,-0.1797,-7.8859,4.64377,355.2555828237927,0.64139213,-0.9226,-8.0312,29.94538,-1.204,-8.487,4.36942,311.80010313157493,0.7653649164,329.5,NaN,297.0,NaN,chloroform
PQLKSYSDPASIJC-UHFFFAOYSA-N,CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)Cc1c2cccc1,CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)Cc1c2cccc1,292.2,0.749280766,-0.0851,-7.8764,4.46721,334.45966659159336,0.534992284,-0.7403,-8.1924,67.61778,-1.135,-8.556,4.28265,NaN,NaN,331.0,NaN,240.0,NaN,chloroform
IILHGJZTLHOBGX-UHFFFAOYSA-N,CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)CSc1c2cccc1,CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)CSc1c2cccc1,313.3,0.270972924,-0.2538,-7.9641,3.45652,331.59721424312295,0.493417321,-0.7782,-8.2439,46.95624,-1.219,-8.558,3.35629,NaN,NaN,240,NaN,240,NaN,chloroform
XEEYBQQBJWHFJM-UHFFFAOYSA-N,[Fe],[Fe],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN
IIDQAAJTECOGEG-UHFFFAOYSA-N,OCc1cc(=O)oc2c1cc(Br)c(c2)O,OCc1cc(=O)oc2c1cc(Br)c(c2)O,282.9,0.282329076,-0.1695,-8.5664,1.12370,329.92069825839184,0.35495205,-1.3642,-8.9066,188.36724,-1.382,-9.311,1.05943,NaN,NaN,366.0,13600,343.0,13600,NaN
FLQCOGVKMZLGAA-UHFFFAOYSA-N,OCCNCCNc1ccc(c2c1c(O)c1c(O)ccc(c1c2O)O)NCCNCCO,OCCNCCNc1ccc(c2c1c(O)c1c(O)ccc(c1c2O)O)NCCNCCO,456.3,0.138490528,0.2411,-6.1122,10.89151,426.9428319748749,0.166152916,-0.697,-6.775,123.86532,-0.713,-7.119,12.81293,NaN,NaN,721.5,NaN,715.0,NaN,NaN
HCUYBXPSSCRKRF-UHFFFAOYSA-N,ClC(=O)OC(Cl)(Cl)Cl,ClC(=O)OC(Cl)(Cl)Cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,345,52000,345,52000,NaN
IQFYYKKMVGJFEH-UHFFFAOYSA-N,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,349.0,48000,348.0,42000,NaN
LZJRNLRASBVRRX-UHFFFAOYSA-N,COc1cc2c(cc1O)CC1c3c2c(OC)c(O)cc3CCN1C,COc1cc2c(cc1O)CC1c3c2c(OC)c(O)cc3CCN1C,280.0,0.356462645,1.0044,-7.4974,2.36453,313.01236658799206,0.230630059,-0.0676,-7.7943,106.87882,-0.475,-8.41,2.41785,NaN,NaN,0,NaN,0,NaN,NaN
YZTJYBJCZXZGCT-UHFFFAOYSA-N,N1CCN(CC1)c1ccccc1,N1CCN(CC1)c1ccccc1,267.1,0.036176968,1.9141,-7.4077,1.58287,283.0689461312869,0.024071633,0.778,-8.0784,8.30047,0.315,-8.294,0.93576,NaN,NaN,210,NaN,210,NaN,NaN
JLFNLZLINWHATN-UHFFFAOYSA-N,OCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,poly(ethylene glycol)s
QNZDHHNWUXIYOH-FQEVSTJZSA-N,N[C@H](C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N)Cc1ccccc1,N[C@H](C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N)Cc1ccccc1,252.1,0.029298096,0.1129,-8.9658,5.43989,289.9536913131517,0.002019018,-0.693,-9.01,362.77116,-0.9,-9.62,8.54814,NaN,NaN,0,NaN,0,NaN,poly(ethylene glycol)s
ATTZFSUZZUNHBP-UHFFFAOYSA-N,CCCCCCCCS(=O)C(Cc1ccc2c(c1)OCO2)C,CS(=O)C(Cc1ccc2c(c1)OCO2)C,257.0,0.090570986,1.7299,-7.8783,3.85422,288.4024154582546,0.031424555,0.5562,-8.3238,50.30650,-0.176,-8.512,4.18858,NaN,NaN,210,NaN,210,NaN,NaN
JDNTWHVOXJZDSN-UHFFFAOYSA-N,OC(=O)CI,OC(=O)CI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,529.0,57543.993733715666,529.0,57543.993733715666,NaN
SPTCBHDLCJPQQB-UHFFFAOYSA-N,COc1ccc(cc1I)c1nc2c([nH]1)cc(cc2)c1nc2c([nH]1)cc(cc2)N1CCN(CC1)C,COc1ccc(cc1I)c1nc2c([nH]1)cc(cc2)c1nc2c([nH]1)cc(cc2)N1CCN(CC1)C,315.2,1.709162647,0.2394,-7.0606,2.70614,NaN,NaN,NaN,Nan,NaN,-0.992,-8.112,1.9974,NaN,NaN,544.5,38904.51449942805,544.5,38904.51449942805,NaN
MMGXOGPDBICRQF-UHFFFAOYSA-N,Clc1ccc(s1)c1onc(c1)Cn1c(cc2c1cccc2)C(=O)NC1CCN(CC1)C(C)C,Clc1ccc(s1)c1onc(c1)Cn1c(cc2c1cccc2)C(=O)NC1CCN(CC1)C(C)C,280.2,0.467510713,0.2484,-8.0336,3.68824,358.1288226617668,0.546102963,-1.0543,-8.1315,470.67415,-1.26,-8.652,3.12025,NaN,NaN,554.5,60255.95860743581,554.5,60255.95860743581,NaN
MCLVKEPZVPUETD-UHFFFAOYSA-N,N#Cc1c(C(=O)NC2CCN(CC2)C(C)C)n(c2c1cccc2C)Cc1noc(c1)c1ccc(s1)Cl,N#Cc1c(C(=O)NC2CCN(CC2)C(C)C)n(c2c1cccc2C)Cc1noc(c1)c1ccc(s1)Cl,280.9,0.681796469,-0.154,-8.2764,4.33368,350.4358349505474,0.501084743,-1.2431,-8.3217,290.04768,-1.348,-8.863,3.50819,NaN,NaN,576.5,38018.93963205613,576.5,38018.93963205613,NaN
GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(CC(=O)O)C,CC(CC(=O)O)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,617.0,38904.51449942805,617.0,38904.51449942805,NaN
SMGBXXZKAPMTBB-FQEVSTJZSA-N,O=C1c2cc3C(=O)C=CC(=O)c3cc2[C@]2(c3c1occ3C(=O)CC2)C,O=C1c2cc3C(=O)C=CC(=O)c3cc2[C@]2(c3c1occ3C(=O)CC2)C,378.4,2.262e-06,-1.6715,-9.574,3.49211,432.30194702058463,2.0253e-05,-2.5475,-9.2803,75.19468,-2.157,-10.192,3.03361,NaN,NaN,930,NaN,930,NaN,NaN
BAQLUVXNKOTTHU-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,320.8,0.004736103,0.8995,-7.3456,2.44110,305.6056159859592,0.129863666,-0.4033,-7.8657,165.34130,-0.626,-7.657,6.75235,NaN,NaN,411,61700,411,61700,NaN
WDJUZGPOPHTGOT-ADSZZZNASA-N,O=C1OCC(=C1)[C@@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,O=C1OCC(=C1)[C@@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,220,NaN,220,NaN,NaN
XZTUSOXSLKTKJQ-CESUGQOBSA-N,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,220,NaN,220,NaN,NaN
QYSXJUFSXHHAJI-RWDMXNMGSA-N,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCCC2=CC=C1C[C@@H](O)CCC1=C)C)C,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCCC2=CC=C1C[C@@H](O)CCC1=C)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,265,NaN,265,NaN,NaN
KNHUKKLJHYUCFP-UHFFFAOYSA-N,CCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,CCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,252.9,0.040680035,1.382,-8.3615,2.28691,276.50356468667184,0.009011524,-0.0497,-9.0669,125.89752,-0.235,-9.102,2.74878,NaN,NaN,278,NaN,278,NaN,NaN
HVYWMOMLDIMFJA-DPAQBDIFSA-N,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,220,NaN,220,NaN,NaN
SQTDRKZMFCSIJZ-UHFFFAOYSA-N,c1ccc(c(c1)c1cc2c([nH]1)cccc2)c1cc2c([nH]1)cccc2,c1ccc(c(c1)c1cc2c([nH]1)cccc2)c1cc2c([nH]1)cccc2,285.8,0.413021268,0.5307,-7.7007,1.69441,344.0183085613309,0.349225068,-0.2338,-7.3839,6.88361,-0.693,-8.517,1.23919,NaN,NaN,293,NaN,293,NaN,NaN
XHBZOAYMBBUURD-UHFFFAOYSA-N,COc1ccc(cc1)CC(=O)c1ccc(cc1O)O,COc1ccc(cc1)CC(=O)c1ccc(cc1O)O,275.9,0.067314432,0.3654,-8.301,1.81973,357.0973456379714,0.006487397,-0.8521,-8.5263,80.09490,-0.646,-8.987,1.56276,NaN,NaN,254,NaN,254,NaN,NaN
LZSHICWUCCSQNG-UHFFFAOYSA-N,CCN(c1ccc(c(c1)OCCCCCOc1cc(ccc1C=C(C#N)C#N)N(CC)CC)C=C1C([N+](=O)[O-])c2c(C1[N+](=O)[O-])cccc2)CC,CCN(c1ccc(c(c1)OCOc1cc(ccc1C=C(C#N)C#N)N(CC)CC)C=C1C([N+](=O)[O-])c2c(C1[N+](=O)[O-])cccc2)CC,314.3,0.698823985,-0.2384,-7.6052,10.37856,623.0361728919783,0.004140302,-2.4987,-7.7586,369.66967,-1.035,-8.012,7.55092,NaN,NaN,602,NaN,602,NaN,NaN
QMRGRIXXWLVLTR-HTQZYQBOSA-N,NCC[C@@H]([C@H](CCC(=O)O)CN)CC(=O)O,NCC[C@@H]([C@H](CCC(=O)O)CN)CC(=O)O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,532,NaN,NaN
GTBUZLPQANSGGE-UHFFFAOYSA-N,Cc1cccc(c1)CNC(=O)c1ncnc(c1)C(=O)NCc1cccc(c1)C,Cc1cccc(c1)CNC(=O)c1ncnc(c1)C(=O)NCc1cccc(c1)C,300.1,0.008580941,-0.3857,-8.9679,4.98056,344.4962445276567,0.006196709,-1.4474,-8.8126,89.97983,-1.319,-9.608,5.25404,NaN,NaN,532,NaN,532,NaN,NaN
PYFRREJCFXFNRR-UHFFFAOYSA-N,O=C(c1ncnc(c1)C(=O)NCc1ccc(c(c1)C)F)NCc1ccc(c(c1)C)F,O=C(c1ncnc(c1)C(=O)NCc1ccc(c(c1)C)F)NCc1ccc(c(c1)C)F,300.3,0.00864072,-0.4949,-8.9364,4.99364,345.45611146699264,0.006012383,-1.6196,-9.0012,21.17335,-1.455,-9.765,3.59804,NaN,NaN,532,NaN,532,NaN,NaN
OQLKNTOKMBVBKV-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)OCCCCCCOc1ccc(cc1)C(=N)N,NC(=N)c1ccc(cc1)OCOc1ccc(cc1)C(=N)N,242.8,0.04881281,1.1001,-8.7084,3.84123,291.38472010694164,0.005474034,0.2056,-8.731,5.80989,-0.354,-9.495,1.66244,NaN,NaN,650.0,NaN,592.0,NaN,Methanol
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)c1ccccc1,c1ccc(cc1)c1ccc(cc1)c1ccccc1,264.2,0.644606606,0.6305,-8.1649,0.00024,284.62855464991657,0.019481684,0.1723,-8.0151,0.00721,-0.393,-9.026,0.00053,NaN,NaN,279,NaN,279,NaN,NaN
SBVKMIQOXJYJIM-UHFFFAOYSA-N,c1csc(c1)c1sccc1c1cccs1,c1csc(c1)c1sccc1c1cccs1,272.9,0.327057627,0.6926,-7.9391,0.62773,348.172418998887,0.341535443,-0.4176,-7.5873,75.34841,-0.743,-8.845,0.6618,NaN,NaN,350,NaN,350,NaN,NaN
QMDFJHAAWUGVKQ-UHFFFAOYSA-N,S1CC=CC=C1,S1CC=CC=C1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,NaN,NaN,349,NaN,349,NaN,NaN
